store_id,store_lat,store_lon,currently_assigned_hub,trucks_per_day,dist_to_Hub_East,dist_to_Hub_Central,dist_to_Hub_North,dist_to_Hub_West,dist_to_Hub_North_Coast,optimized_hub,hub_lat,hub_lon,dist_to_Warszawa,dist_to_Lodz,dist_to_Bydgoszcz,dist_to_Poznan,dist_to_Wroclaw
1027,52.721011972984414,20.26220380105071,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,75.57,121.86,164.43,236.49,289.08
1028,52.19688472260474,21.357657844424136,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.61,142.45,256.4,311.54,326.49
1029,51.78709149309374,21.61669455895865,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,64.97,151.72,293.23,335.96,330
1030,52.41223793726911,20.99474609292501,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,20.26,130.75,223.87,285.23,313.43
1031,52.27405635699741,20.93084735161015,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,7.39,118.87,225.63,281.16,302.56
1032,51.612964502033336,21.049384829116747,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,68.55,112.99,271.2,302.29,287.06
1033,52.27584987792506,20.792609110755805,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,16.05,110.63,216.78,271.49,293.95
1034,52.13060522832561,20.963648105048165,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,11.5,114.07,234.73,284.75,298.17
1035,51.9946245793646,21.2021445606265,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,29.39,125.62,256.61,303.28,308.47
1036,52.32255425714038,21.626250142046118,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,44.34,165.06,268.83,329.58,349.19
1037,51.244705745983794,21.02044335991931,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,109.37,123.41,296.7,314.83,279.79
1038,52.29320345266623,20.829393007363795,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,14.46,113.84,218.29,273.96,297.11
1039,52.009651763716924,20.95002287299147,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.82,108.89,240.49,285.58,292.39
1040,52.377095727618865,21.68659117970562,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,50.1,171.34,270.92,333.68,355.45
1041,52.22542627889449,21.06294554330333,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,3.74,124.63,236.28,290.73,308.71
1042,52.28103619302672,21.02478219621809,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,5.76,125,231.31,287.69,308.84
1043,52.0750005786208,21.07931324009216,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,17.88,119.62,244.78,293.52,303.41
1044,52.927263768150695,21.67340403183911,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,90.26,203.22,258.03,337.66,383.13
1045,52.15108122177571,21.068923992380494,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,9.68,121.76,240.24,291.84,305.85
1046,52.473301397877485,20.75363056401311,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,32.43,121.55,205.69,268.45,301.96
1047,52.2196980028741,20.222101212344967,Warszawa,1,null,null,null,null,null,Lodz,51.75,19.45,55.16,75.1,184.88,232.11,255.69
1048,52.427847865459434,21.169972061689027,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.65,141.98,234.82,297.5,325.13
1049,52.28617576504763,21.021415457604647,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,6.29,125.07,230.86,287.43,308.87
1050,52.21781883599627,20.827559712907764,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,12.84,109.52,221.82,274.36,293.36
1051,52.383686369667785,20.849769691119068,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,20.42,120.62,215.58,275.1,302.98
1052,53.00441956634764,20.38284826112419,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,96.52,153.79,167.29,251.22,315.86
1053,51.60839775958455,21.025762467671594,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,69.01,111.42,270.21,300.86,285.34
1054,52.027034659970106,20.94243596171525,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,23.02,108.9,239.04,284.76,292.56
1055,52.162784872617024,21.086695068299367,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,9.19,123.39,240.78,292.96,307.5
1056,52.319918711864226,21.259374836445634,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,20.11,141.58,244.83,303.92,325.55
1057,51.79967314686597,20.130570774494544,Warszawa,1,null,null,null,null,null,Lodz,51.75,19.45,77.92,47.96,209.1,234.73,230.52
1058,51.483205348588726,20.510911404947436,Warszawa,1,null,null,null,null,null,Lodz,51.75,19.45,89.96,79.95,252.79,271.6,247.35
1059,52.48082070891893,21.24786539572177,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,32.44,149.73,238.16,303.05,332.66
1060,52.39883084507757,21.171907639380215,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,21.9,140.41,236.02,297.64,323.8
1061,52.01201844085516,20.31859861089365,Warszawa,1,null,null,null,null,null,Lodz,51.75,19.45,54.11,67.4,203.64,241.97,251.48
1062,52.40065044920645,20.736225753892523,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,26.95,115.42,207.51,267.14,296.9
1063,52.26668377493301,20.71523245722407,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,21.03,105.51,212.36,266.14,288.65
1064,52.464144023037655,21.23795021516179,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,30.5,148.15,238.06,302.32,331.2
1065,52.41924713452024,21.081520301501772,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,21.59,136.24,229.3,291.31,319.18
1066,52.134609455495394,21.015477605092794,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,10.6,117.61,237.74,288.31,301.7
1067,52.17718139806882,20.315546394085402,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,48.96,76.94,192.94,239.09,259.21
1068,52.032758995404905,21.069491069225894,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,22.29,117.63,246.44,293.47,301.12
1069,52.22905651460168,21.13819375038188,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,8.97,129.59,240.91,295.96,313.7
1070,51.87829481371998,21.56106840520149,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,54.88,148.46,284.84,330.19,328.73
1071,52.153242777607375,20.895909830937573,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,11.68,110.67,229.36,279.77,294.79
1072,52.160873398898225,21.18164387588055,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,14.26,129.51,246.85,299.59,313.57
1073,52.11222212893693,21.084721008605943,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,14.08,121.29,243.19,293.4,305.26
1074,52.3010633873447,21.03593202648781,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,8.09,126.75,231.14,288.37,310.49
1075,52.11216052344208,21.014884464783652,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.08,116.69,238.86,288.54,300.72
1076,52.22948613282254,20.937151582054348,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,5.1,116.92,228.13,281.91,300.87
1077,51.912431767291274,20.89201894013704,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,36.2,102.54,242.79,283.47,284.99
1078,53.03268272321197,21.19391237227624,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,90.02,187.55,223.78,307.05,361.91
1079,52.14350130050231,21.135908187174472,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.03,125.84,244.82,296.59,309.88
1080,52.03667751993228,20.888510014227336,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,23.08,105.6,235.25,280.87,289.42
1081,52.02090581133783,20.920938634780992,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.03,107.27,238.1,283.38,290.92
1082,52.29607309698217,21.179839682264802,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.97,135.41,240.64,298.46,319.39
1083,52.21937863956493,20.666903880137884,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.05,99.85,211.77,263.14,283.29
1084,52.13665036516033,21.09851969396682,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,12.07,123.12,242.81,294.07,307.16
1085,52.93403841940212,20.91720819283836,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,78.42,166.8,205.25,285.79,339.83
1086,52.80025238675083,20.231964319123612,Warszawa,3,null,null,null,null,null,Warszawa,52.23,21.01,83.5,128.79,160.22,235.85,293.01
1087,51.57766524612983,21.03282043713604,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,72.43,112.44,272.73,302.36,285.17
1088,52.23844000949337,20.858577463506816,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,10.64,112.52,222.75,276.36,296.3
1089,52.25312610550592,21.735567173188443,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,50.85,169.46,278.63,337.54,353.38
1090,51.85998288980897,20.511220774666697,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,53.91,75.28,224.64,258.69,257.87
1091,52.59068093079919,20.96648555666209,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,40.15,141.34,215.81,283.96,321.42
1092,52.197593807208676,20.781181695244786,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,16.42,105.6,219.96,271.31,289.47
1093,52.4180367585682,21.046964426281356,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,21.03,134.15,227.07,288.89,316.97
1094,51.63512216870943,21.421027187055163,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,72.03,138.56,290.71,326.6,313.06
1095,52.15312997819429,21.12688248255707,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,11.82,125.62,243.78,295.86,309.69
1096,51.96178639403291,21.616047086516456,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,51.83,153.43,283.9,332.47,334.97
1097,52.164591629979526,21.398694590801803,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,28.16,143.96,260.47,314.69,327.85
1098,52.34015555839549,20.861380707295655,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,16.05,118.54,218.2,276.01,301.46
1099,52.1368180616121,21.68770313626978,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,48.55,162.42,280.26,335.11,345.76
1100,51.966981685475176,21.18289802390751,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,31.6,123.67,256.95,302.43,306.22
1101,53.030864634842814,20.756815545860892,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,90.65,169.06,193.23,277.28,337.63
1102,52.71703647150803,20.549212919586385,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,62.95,132.07,183.97,256.32,304.8
1103,51.673820287440215,20.68344725002272,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,65.83,86.75,247.09,275.82,263.55
1104,52.4035992046358,21.070080338649294,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,19.72,134.63,229.15,290.51,317.67
1105,51.37687553646226,21.528830417652507,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,101.42,151.3,313.78,342.39,316.41
1106,51.88494542254834,20.944766786536572,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,38.57,105.7,247.56,287.7,287.55
1107,52.10592700173408,21.32538588335104,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,26.02,137.09,258.56,310.22,320.74
1108,51.92652535617674,20.913615429487727,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,34.35,104.31,243.2,284.66,286.92
1109,52.29061349137848,21.125084988642346,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,10.5,131.72,237.34,294.65,315.65
1110,52.239368970584835,21.06377741218647,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,3.91,125.35,235.69,290.68,309.39
1111,52.52230183247315,21.25248205885532,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,36.62,152.54,237.14,303.53,335.09
1112,52.195229756808004,20.821801596777927,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.73,108,222.61,274.16,291.94
1113,51.580419249444354,21.56233130826903,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,81.82,149.06,302.3,337.76,321.71
1114,52.32857702987185,20.695309600007494,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.6,108.27,208.12,264.43,290.56
1115,52.22790338552783,20.90312142943931,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.49,114.72,226.06,279.55,298.63
1116,52.23396631931245,20.90961537325519,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.04,115.43,226.18,279.96,299.32
1117,51.83385316554427,20.506520748420684,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,56.35,74.54,226.2,259.07,256.63
1118,52.41432731770981,20.97847443893369,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,20.58,129.94,222.72,284.09,312.53
1119,51.931704840205015,21.087944631719292,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,33.56,116.42,253.22,296.55,298.68
1120,52.501019672056266,21.089278807917534,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,30.59,141.83,226.9,292.02,323.92
1121,52.08321918555531,20.888906789393936,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,18.37,107.3,232.68,280.18,291.34
1122,52.51857560293245,20.42226688197403,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,52.14,109.13,182.23,245.45,284.92
1123,52.278640247663475,20.856684172621385,Warszawa,3,null,null,null,null,null,Warszawa,52.23,21.01,12.01,114.63,220.7,275.95,298.11
1124,52.029143899673464,20.725036933925228,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,29.92,94.48,225.94,269.69,278.46
1125,52.16228212188543,20.98450514084218,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.73,116.76,234.41,285.84,300.88
1126,52.21949469199822,21.29803342415794,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,20.2,139.46,251.57,307.19,323.57
1127,52.29594369231836,21.31091789673861,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,22.3,143.67,249.16,307.62,327.75
1128,52.91951634344194,21.185943941729157,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,77.52,177.82,224.12,303.92,354.15
1129,52.402527212891314,21.01020271865861,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,19.15,131.05,225.26,286.32,313.89
1130,52.01796085842597,20.77563746786148,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,28.69,97.44,229.6,273.38,281.3
1131,52.19714472434133,20.82603152800451,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.38,108.36,222.77,274.44,292.3
1132,52.27242390319647,21.322482587267306,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,22.37,143.33,250.88,308.55,327.45
1133,52.18268917351543,20.671357943252115,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.28,98.06,213.99,263.8,281.81
1134,52.44974132343393,21.33324029982396,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,33.27,153.01,244.9,308.96,336.43
1135,52.28938031776862,21.06997028244448,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.81,128.23,233.84,290.81,312.1
1136,52.1774861004378,21.014322689348088,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,5.84,119.34,235.51,287.76,303.47
1137,52.25473625594098,21.19681207504855,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.36,134.5,243.52,299.87,318.6
1138,52.178540329932304,20.936567241000077,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.68,114.42,230.6,282.33,298.52
1139,52.23420091985498,20.64829970523061,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,25.32,99.62,209.84,261.71,282.84
1140,52.16346037322327,21.011729357274383,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.39,118.56,236.05,287.73,302.69
1141,52.29480599756462,20.996747139354284,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.25,124.02,228.9,285.66,307.72
1142,52.416531396220904,20.66039902878708,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,32.06,112.48,201.94,261.83,293.15
1143,52.24620818270762,20.86163099503511,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,10.54,113.13,222.56,276.51,296.86
1144,52.249349965221,21.28666081126305,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,19.48,140.01,249.54,306.19,324.13
1145,51.537518524616196,21.716335531067486,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,91.39,160.39,313.89,349.43,331.62
1146,52.21276350787638,21.168363229168932,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,11.25,130.79,243.58,298.19,314.92
1147,52.195997692371186,21.19891195714074,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.75,132.05,246.3,300.46,316.17
1148,52.29846498087679,21.072119711087474,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,8.76,128.84,233.58,290.91,312.66
1149,52.26531892233315,21.121658167873743,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,8.74,130.25,238.22,294.55,314.27
1150,52.27517439864676,21.283786485428895,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,19.81,140.98,248.26,305.83,325.08
1151,52.04573368983794,21.011609861417533,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,20.45,114.14,242.2,289.25,297.83
1152,52.174143712960124,21.05983961119451,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.11,122.13,238.54,290.97,306.25
1153,52.347040039568924,20.97674824473272,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.2,125.75,225.35,284.06,309.01
1154,52.35856616980909,21.15069954296779,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,17.34,136.88,236.19,296.2,320.5
1155,52.3080096899752,21.016917708862994,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,8.67,125.96,229.61,287.01,309.63
1156,52.538376461956844,20.918834016527786,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,34.82,135.02,214.28,280.28,315.59
1157,52.42506970528928,21.177133874459305,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.61,142.24,235.4,298,325.43
1158,52.32854936183975,21.341262669875917,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,25.64,147.14,249.84,309.62,331.17
1159,52.372414571932666,21.10840347583783,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,17.24,135.09,232.87,293.22,318.51
1160,52.21867508868699,20.894716580439244,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,8.17,113.73,225.98,279.04,297.67
1161,52.01442145137771,21.120499671528645,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,25.15,120.56,250.55,297.3,303.79
1162,52.793371079718085,20.735240536073572,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,65.43,146.65,194.87,270.44,320.31
1163,52.09843470706448,21.30803283727217,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,25.47,135.69,257.84,309.1,319.31
1164,52.51381338296643,21.219006417975447,Warszawa,3,null,null,null,null,null,Warszawa,52.23,21.01,34.73,150.07,235.16,301.15,332.58
1165,52.16067577773801,20.994493286358157,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,7.77,117.33,235.11,286.55,301.46
1166,51.92252155259317,20.82251382250248,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,36.57,97.97,238.13,278.48,280.74
1167,52.35890114699014,20.7408882468454,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,23.66,112.84,209.64,267.52,294.96
1168,52.01612255065555,20.946861759111858,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,24.15,108.86,239.93,285.25,292.43
1169,52.16874343445775,21.219080880355403,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,16.14,132.27,248.85,302.12,316.32
1170,52.256460705348545,21.295440227201073,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,20.2,140.88,249.8,306.75,325.01
1171,52.29235715264614,21.17760583608369,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,13.62,135.09,240.66,298.32,319.08
1172,52.14456908026875,21.083951133787053,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,10.8,122.48,241.51,292.96,306.55
1173,52.56157197775125,20.34800550374838,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,59.18,109.85,175.66,240.55,283.31
1174,51.85561070540087,20.88268397694092,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,42.5,100.97,245.8,284.13,282.43
1175,52.28322675881926,20.69287503845067,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,22.97,105.23,210.14,264.48,288.08
1176,51.986982610123896,21.00619985712786,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,26.98,112.07,245.15,289.86,295.23
1177,52.40894412985623,20.987319592417535,Warszawa,3,null,null,null,null,null,Warszawa,52.23,21.01,19.93,130.12,223.51,284.71,312.8
1178,52.332868275456306,20.73220331137202,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,22.55,110.64,210.27,266.99,293.07
1179,52.24162967549028,21.07104973535044,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,4.46,125.91,236.05,291.17,309.96
1180,52.23197318941127,20.906395807929826,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,7.26,115.13,226.07,279.75,299.03
1181,52.02428721247119,20.979237783288443,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,22.94,111.29,241.42,287.35,294.87
1182,52.4936229918411,21.256312798962355,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,33.96,151,238.31,303.68,333.84
1183,52.277930794620204,21.04263692927284,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,5.79,125.95,232.59,288.96,309.83
1184,52.56204702530701,21.15328787455398,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,38.2,149.47,229.25,296.81,331.13
1185,52.85953947470386,20.976703944347502,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,69.92,163.06,210.37,288.32,338.33
1186,52.13450844241116,21.048403955893686,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,10.94,119.75,239.79,290.6,303.82
1187,52.239116610029086,21.071035945290138,Warszawa,2,null,null,null,null,null,Warszawa,52.23,21.01,4.39,125.79,236.16,291.19,309.85
1188,51.99743171611273,21.152728810149476,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,27.68,122.31,253.44,299.81,305.3
1189,52.49139000286333,21.186706844590372,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,31.54,146.8,233.73,298.81,329.42
1190,52.00632397421772,21.28342801786628,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,31.35,131.46,260.97,308.71,314.28
1191,52.09595790010624,20.751207567402872,Warszawa,1,null,null,null,null,null,Warszawa,52.23,21.01,23.44,98.85,223.63,270.44,282.97
1192,52.30981076669301,20.11228047210897,Warszawa,1,null,null,null,null,null,Lodz,51.75,19.45,63.46,77.53,173.06,223.74,254.14
